List Name,Unit Name,Title,Color,Weapon,HP1-,ATK1-,SPD1-,DEF1-,RES1-,HP1,ATK1,SPD1,DEF1,RES1,HP1+,ATK1+,SPD1+,DEF1+,RES1+,HP40-,ATK40-,SPD40-,DEF40-,RES40-,HP40,ATK40,SPD40,DEF40,RES40,HP40+,ATK40+,SPD40+,DEF40+,RES40+,WHP,WATK,WSPD,WDEF,WRES,Possible,HP,ATK,SPD,DEF,RES
Hana,Hana,Focused Samurai,Red,Sword,16,8,9,4,2,17,9,10,5,3,18,10,11,6,4,32,30,31,18,20,35,33,34,21,23,38,36,37,24,26,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Hardin,Hardin,Dark Emperor,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,boon
Hawkeye,Hawkeye,Desert Guardian,Green,Axe,19,8,3,5,4,20,9,4,6,5,21,10,5,7,6,39,28,17,23,24,42,31,20,26,27,45,34,23,29,30,0,7,0,0,0,1,neutral,boon,bane,neutral,neutral
Hector,Hector,General of Ostia,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,neutral,neutral
Hector (LA),Hector,Just Here to Fight,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,neutral
Henry,Henry,Twisted Mind,Red,Tome,17,5,3,7,4,18,6,4,8,5,19,7,5,9,6,39,19,17,27,20,42,22,20,30,23,45,25,23,33,26,0,7,0,0,0,1,neutral,boon,bane,boon,neutral
Henry (Halloween),Henry,Happy Vampire,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Hinata,Hinata,Wild Samurai,Red,Sword,19,7,3,9,1,20,8,4,10,2,21,9,5,11,3,41,27,19,31,13,44,30,22,34,16,47,33,25,37,19,0,8,0,0,0,1,neutral,boon,bane,boon,bane
Hinoka,Hinoka,Warrior Princess,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Hinoka (WF),Hinoka,Blue Sky Warrior,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,neutral
Ike,Ike,Young Mercenary,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Ike (Brave),Ike,Brave Mercendary,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,bane
Ike (Legendary),Ike,Vanguard Legend,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,bane
Inigo,Inigo,Indigo Dancer,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Innes,Innes,Royal Strategician,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Ishtar,Ishtar,Thunder Goddess,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,bane
Jaffar,Jaffar,Angel of Death,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,bane,bane
Jagen,Jagen,Veteran Knight,Blue,Lance,18,7,5,6,10,19,8,6,7,11,20,9,7,8,12,32,23,19,20,30,35,26,22,23,33,38,29,25,26,36,0,11,0,0,0,1,neutral,boon,neutral,bane,neutral
Jakob,Jakob,Devoted Servant,Colorless,Dagger,15,6,8,4,3,16,7,9,5,4,17,8,10,6,5,33,24,26,20,19,36,27,29,23,22,39,30,32,26,25,0,7,0,0,0,1,neutral,neutral,boon,bane,neutral
Jakob (Halloween),Jakob,Devoted Monster,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,boon,boon
Jeorge,Jeorge,Perfect Shot,Colorless,Bow,16,7,7,3,3,17,8,8,4,4,18,9,9,5,5,32,27,27,19,17,35,30,30,22,20,38,33,33,25,23,0,9,0,0,0,1,neutral,boon,boon,bane,bane
Joshua,Joshua,Tempest King,Red,Sword,n/a,n/a,n/a,n/a,n/a,17,6,9,8,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,28,33,28,25,n/a,n/a,n/a,n/a,n/a,0,10,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Julia,Julia,Naga's Blood,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Julius,Julius,Scion of Darkness,Red,Tome,n/a,n/a,n/a,n/a,n/a,15,9,7,2,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,33,25,14,33,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Kagero,Kagero,Honorable Ninja,Colorless,Dagger,14,8,7,3,4,15,9,8,4,5,16,10,9,5,6,26,30,27,17,22,29,33,30,20,25,32,36,33,23,28,0,2,0,0,0,1,bane,boon,boon,bane,neutral
Kagero (Spring),Kagero,Spring Ninja,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Kana (F),Kana,Dragon Princess,Green,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,neutral
Kana (M),Kana,Dragon Spawn,Blue,Breath,n/a,n/a,n/a,n/a,n/a,17,9,7,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,29,31,28,26,n/a,n/a,n/a,n/a,n/a,0,10,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Karel,Karel,Sword Demon,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Katarina,Katarina,Wayward One,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Kaze,Kaze,Easygoing Ninja,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,16,5,10,3,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,27,34,15,32,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Klein,Klein,Silver Nobleman,Colorless,Bow,16,8,6,3,3,17,9,7,4,4,18,10,8,5,5,34,26,28,15,19,37,29,31,18,22,40,32,34,21,25,0,4,-5,0,0,1,neutral,boon,boon,neutral,bane
Lachesis,Lachesis,Ligonheart's Sister,Colorless,Staff,15,4,7,3,7,16,5,8,4,8,17,6,9,5,9,33,26,21,17,25,36,29,24,20,28,39,32,27,23,31,0,4,0,0,0,1,bane,boon,neutral,neutral,neutral
L'Arachel,L'Arachel,Princess of Light,Blue,Tome,14,8,6,2,5,15,9,7,3,6,16,10,8,4,7,28,28,26,12,25,31,31,29,15,28,34,34,32,18,31,0,9,0,0,0,1,neutral,boon,boon,bane,neutral
Laslow,Laslow,Dancing Duelist,Red,Sword,18,8,6,4,3,19,9,7,5,4,20,10,8,6,5,38,30,22,24,17,41,33,25,27,20,44,36,28,30,23,0,11,0,0,0,1,neutral,boon,boon,boon,bane
Legion,Legion,Masked Maniac,Green,Axe,n/a,n/a,n/a,n/a,n/a,19,10,9,4,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43,34,33,20,16,n/a,n/a,n/a,n/a,n/a,0,10,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Leif,Leif,Prince of Leonster,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Lene,Lene,Yearning Dancer,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,neutral
Leo,Leo,Sorcerous Prince,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,boon,neutral
Leo (Summer),Leo,Seashore's Prince,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Leon,Leon,True of Heart,Colorless,Bow,15,7,4,7,3,16,8,5,8,4,17,9,6,9,5,33,29,24,25,11,36,32,27,28,14,39,35,30,31,17,0,8,0,0,0,1,bane,boon,boon,boon,bane
Lilina,Lilina,Delightful Noble,Red,Tome,14,8,4,2,8,15,9,5,3,9,16,10,6,4,10,30,32,20,14,26,33,35,23,17,29,36,38,26,20,32,0,9,0,0,0,1,neutral,boon,neutral,bane,boon
Lilina (LA),Lilina,Blush of Youth,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,bane
Linde,Linde,Light Mage,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lissa,Lissa,Sprightly Cleric,Colorless,Staff,15,6,4,4,7,16,7,5,5,8,17,8,6,6,9,33,22,20,22,25,36,25,23,25,28,39,28,26,28,31,0,6,0,0,0,1,neutral,boon,bane,boon,boon
Lissa (Winter),Lissa,Pure Joy,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,boon,boon
Lloyd,Lloyd,White Wolf,Red,Sword,n/a,n/a,n/a,n/a,n/a,16,8,9,4,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,30,33,18,27,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Lon'qu,Lon'qu,Solitary Blade,Red,Sword,17,6,10,3,3,18,7,11,4,4,19,8,12,5,5,39,24,34,17,17,42,27,37,20,20,45,30,40,23,23,0,7,0,0,0,1,bane,boon,boon,neutral,bane
Lucina,Lucina,Future Witness,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lucina (Brave),Lucina,Brave Princess,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Lucina (Spring),Lucina,Spring Exalt,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lucius,Lucius,The Light,Colorless,Staff,16,4,7,1,8,17,5,8,2,9,18,6,9,3,10,32,26,25,9,30,35,29,28,12,33,38,32,31,15,36,0,3,0,0,0,1,neutral,neutral,boon,bane,boon
Lukas,Lukas,Sharp Soldier,Blue,Lance,17,8,3,9,2,18,9,4,10,3,19,10,5,11,4,39,30,17,33,12,42,33,20,36,15,45,36,23,39,18,0,7,0,0,0,1,neutral,boon,bane,boon,bane
Luke,Luke,Rowdy Squire,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,boon,boon,neutral,neutral,bane
Lute,Lute,Prodigy,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lyn,Lyn,Lady of the Plains,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,boon,bane
Lyn (Brave),Lyn,Brave Lady,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lyn (Bride),Lyn,Bride of the Plains,Colorless,Staff,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lyn (LA),Lyn,Wind's Embrace,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lyn (Legendary),Lyn,Lady of the Wind,Green,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lyon,Lyon,Shadow Prince,Red,Tome,n/a,n/a,n/a,n/a,n/a,18,10,3,3,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,32,19,23,28,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Mae,Mae,Bundle of Energy,Blue,Tome,14,9,5,1,7,15,10,6,2,8,16,11,7,3,9,30,31,25,11,25,33,34,28,14,28,36,37,31,17,31,0,6,0,0,0,1,bane,boon,boon,bane,neutral
Maria,Maria,Minerva's Sister,Colorless,Staff,15,3,7,2,9,16,4,8,3,10,17,5,9,4,11,31,21,29,14,27,34,24,32,17,30,37,27,35,20,33,0,7,0,0,0,1,neutral,neutral,boon,bane,bane
Marisa,Marisa,Crimson Flash,Red,Sword,n/a,n/a,n/a,n/a,n/a,17,8,10,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43,28,34,27,19,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Marth,Marth,Altean Prince,Red,Sword,17,6,7,5,4,18,7,8,6,5,19,8,9,7,6,35,26,29,23,18,38,29,32,26,21,41,32,35,29,24,0,11,0,0,0,1,neutral,boon,boon,neutral,bane
Marth (Groom),Marth,Altean Groom,Green,Axe,n/a,n/a,n/a,n/a,n/a,17,7,10,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,29,34,27,18,n/a,n/a,n/a,n/a,n/a,0,10,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Marth (Masked),Marth,Enighmatic Blade,Red,Sword,n/a,n/a,n/a,n/a,n/a,18,8,10,5,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40,32,34,23,17,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Mathilda,Mathilda,Legendary Knight,Blue,Lance,14,5,7,5,7,15,6,8,6,8,16,7,9,7,9,30,23,27,19,29,33,26,30,22,32,36,29,33,25,35,0,10,0,0,0,1,neutral,boon,neutral,bane,boon
Matthew,Matthew,Faithful Spy,Colorless,Dagger,15,5,9,4,3,16,6,10,5,4,17,7,11,6,5,35,21,29,24,13,38,24,32,27,16,41,27,35,30,19,0,4,0,0,0,1,bane,boon,boon,neutral,bane
Merric,Merric,Wind Mage,Green,Tome,17,6,7,4,2,18,7,8,5,3,19,8,9,6,4,37,22,27,22,14,40,25,30,25,17,43,28,33,28,20,0,9,0,0,0,1,bane,boon,boon,neutral,bane
Mia,Mia,Lady of Blades,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Micaiah,Micaiah,Priestess of Dawn,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,bane,neutral
Michalis,Michalis,Ambitious King,Green,Axe,n/a,n/a,n/a,n/a,n/a,18,8,6,9,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40,32,24,33,17,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Minerva,Minerva,Red Dragon,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Mist,Mist,Helpful Sister,Colorless,Staff,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,boon
Morgan (Female),Morgan,Lass from Afar,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,neutral,boon
Morgan (Male),Morgan,Lad from Afar,Red,Tome,16,6,7,3,5,17,7,8,4,6,18,8,9,5,7,32,28,29,15,21,35,31,32,18,24,38,34,35,21,27,0,9,0,0,0,1,neutral,boon,boon,bane,bane
Myrrh,Myrrh,Great Dragon,Green,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,boon,neutral
Nanna,Nanna,Nordion Princess,Colorless,Staff,15,3,7,4,6,16,4,8,5,7,17,5,9,6,8,31,21,29,16,22,34,24,32,19,25,37,27,35,22,28,0,4,0,0,0,1,bane,boon,boon,bane,neutral
Narcian,Narcian,Wyvern General,Green,Axe,n/a,n/a,n/a,n/a,n/a,17,7,6,8,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,27,26,30,24,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Navarre,Navarre,Scarlet Sword,Red,Sword,n/a,n/a,n/a,n/a,n/a,17,7,11,6,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,29,35,21,22,n/a,n/a,n/a,n/a,n/a,0,7,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Nephenee,Nephenee,Fierce Halberdier,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,bane
Niles,Niles,Cruel to Be Kind,Colorless,Bow,16,4,7,2,7,17,5,8,3,8,18,6,9,4,9,32,20,29,12,29,35,23,32,15,32,38,26,35,18,35,0,5,0,0,0,1,neutral,neutral,boon,bane,boon
