List Name,Unit Name,Title,Color,Weapon,HP1-,ATK1-,SPD1-,DEF1-,RES1-,HP1,ATK1,SPD1,DEF1,RES1,HP1+,ATK1+,SPD1+,DEF1+,RES1+,HP40-,ATK40-,SPD40-,DEF40-,RES40-,HP40,ATK40,SPD40,DEF40,RES40,HP40+,ATK40+,SPD40+,DEF40+,RES40+,WHP,WATK,WSPD,WDEF,WRES,Possible,HP,ATK,SPD,DEF,RES
Gordin,Gordin,Altean Archer,Colorless,Bow,17,5,4,6,2,18,6,5,7,3,19,7,6,8,4,36,24,19,25,11,39,27,22,28,14,42,30,25,31,17,0,6,0,0,0,1,bane,boon,bane,neutral,bane
Gray,Gray,Wry Comrade,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,boon,bane
Gunnthrá,Gunnthrá,Voice of Dreams,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,neutral,bane,neutral
Gunter,Gunter,Inveterate Soldier,Green,Axe,19,8,5,9,3,20,9,6,10,4,21,10,7,11,5,36,25,18,26,12,39,28,21,29,15,42,31,24,32,18,0,8,0,0,0,1,neutral,boon,neutral,boon,bane
Gwendolyn,Gwendolyn,Adorable Knight,Blue,Lance,21,6,3,10,4,22,7,4,11,5,23,8,5,12,6,42,23,18,31,21,45,26,21,34,24,48,29,24,37,27,0,8,0,0,0,1,bane,boon,boon,bane,neutral
Hana,Hana,Focused Samurai,Red,Sword,16,7,8,4,2,17,8,9,5,3,18,9,10,6,4,31,28,29,17,19,34,31,32,20,22,37,34,35,23,25,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Hardin,Hardin,Dark Emperor,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,boon
Hawkeye,Hawkeye,Desert Guardian,Green,Axe,19,7,3,4,4,20,8,4,5,5,21,9,5,6,6,38,26,16,21,23,41,29,19,24,26,44,32,22,27,29,0,8,0,0,0,1,neutral,boon,bane,neutral,neutral
Hector,Hector,General of Ostia,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,neutral,neutral
Hector (LA),Hector,Just Here to Fight,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,neutral
Henry,Henry,Twisted Mind,Red,Tome,17,4,3,6,4,18,5,4,7,5,19,6,5,8,6,38,17,16,25,19,41,20,19,28,22,44,23,22,31,25,0,6,0,0,0,1,neutral,boon,bane,boon,neutral
Henry (Halloween),Henry,Happy Vampire,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Hinata,Hinata,Wild Samurai,Red,Sword,19,6,3,8,1,20,7,4,9,2,21,8,5,10,3,40,25,18,29,12,43,28,21,32,15,46,31,24,35,18,0,8,0,0,0,1,neutral,boon,bane,boon,bane
Hinoka,Hinoka,Warrior Princess,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Hinoka (WF),Hinoka,Blue Sky Warrior,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,neutral
Ike,Ike,Young Mercenary,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Ike (Brave),Ike,Brave Mercendary,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,bane
Ike (Legendary),Ike,Vanguard Legend,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,bane
Inigo,Inigo,Indigo Dancer,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Innes,Innes,Royal Strategician,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Innes (Summer),Innes,Flawless Form,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Ishtar,Ishtar,Thunder Goddess,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,bane
Jaffar,Jaffar,Angel of Death,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,bane,bane
Jagen,Jagen,Veteran Knight,Blue,Lance,18,6,5,6,9,19,7,6,7,10,20,8,7,8,11,31,21,18,19,28,34,24,21,22,31,37,27,24,25,34,0,8,0,0,0,1,neutral,boon,neutral,bane,neutral
Jakob,Jakob,Devoted Servant,Colorless,Dagger,15,5,7,4,3,16,6,8,5,4,17,7,9,6,5,32,22,24,19,18,35,25,27,22,21,38,28,30,25,24,0,5,0,0,0,1,neutral,neutral,boon,bane,neutral
Jakob (Halloween),Jakob,Devoted Monster,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,boon,boon
Jeorge,Jeorge,Perfect Shot,Colorless,Bow,16,6,6,3,3,17,7,7,4,4,18,8,8,5,5,31,25,25,18,16,34,28,28,21,19,37,31,31,24,22,0,6,0,0,0,1,neutral,boon,boon,bane,bane
Joshua,Joshua,Tempest King,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,neutral,neutral,neutral,neutral
Julia,Julia,Naga's Blood,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Julius,Julius,Scion of Darkness,Red,Tome,n/a,n/a,n/a,n/a,n/a,15,8,7,2,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,31,24,13,31,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Kagero,Kagero,Honorable Ninja,Colorless,Dagger,14,7,6,3,4,15,8,7,4,5,16,9,8,5,6,25,28,25,16,21,28,31,28,19,24,31,34,31,22,27,0,5,0,0,0,1,bane,boon,boon,bane,neutral
Kagero (Spring),Kagero,Spring Ninja,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Kana (F),Kana,Dragon Princess,Green,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,neutral
Kana (M),Kana,Dragon Spawn,Blue,Breath,n/a,n/a,n/a,n/a,n/a,17,8,6,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,27,29,27,25,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Karel,Karel,Sword Demon,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Karla,Karla,Sword Vassal,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Katarina,Katarina,Wayward One,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Kaze,Kaze,Easygoing Ninja,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,16,5,9,3,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31,26,32,14,30,n/a,n/a,n/a,n/a,n/a,0,5,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Klein,Klein,Silver Nobleman,Colorless,Bow,16,7,5,3,3,17,8,6,4,4,18,9,7,5,5,33,24,26,14,18,36,27,29,17,21,39,30,32,20,24,0,6,0,0,0,1,neutral,boon,boon,neutral,bane
Lachesis,Lachesis,Ligonheart's Sister,Colorless,Staff,15,4,6,3,6,16,5,7,4,7,17,6,8,5,8,32,25,19,16,23,35,28,22,19,26,38,31,25,22,29,0,10,0,0,0,1,bane,boon,neutral,neutral,neutral
L'Arachel,L'Arachel,Princess of Light,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Laslow,Laslow,Dancing Duelist,Red,Sword,18,7,5,4,3,19,8,6,5,4,20,9,7,6,5,37,28,20,23,16,40,31,23,26,19,43,34,26,29,22,0,8,0,0,0,1,neutral,boon,boon,boon,bane
Legault,Legault,The Hurricane,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Legion,Legion,Masked Maniac,Green,Axe,n/a,n/a,n/a,n/a,n/a,19,9,8,4,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42,32,31,19,15,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Leif,Leif,Prince of Leonster,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Lene,Lene,Yearning Dancer,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,neutral
Leo,Leo,Sorcerous Prince,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,boon,neutral
Leo (Summer),Leo,Seashore's Prince,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Leon,Leon,True of Heart,Colorless,Bow,15,6,4,6,3,16,7,5,7,4,17,8,6,8,5,32,27,23,23,10,35,30,26,26,13,38,33,29,29,16,0,6,0,0,0,1,bane,boon,boon,boon,bane
Lilina,Lilina,Delightful Noble,Red,Tome,14,7,4,2,7,15,8,5,3,8,16,9,6,4,9,29,30,19,13,24,32,33,22,16,27,35,36,25,19,30,0,6,0,0,0,1,neutral,boon,neutral,bane,boon
Lilina (LA),Lilina,Blush of Youth,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,bane
Linde,Linde,Light Mage,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Linus,Linus,Mad Dog,Green,Axe,n/a,n/a,n/a,n/a,n/a,17,8,8,7,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,33,29,28,16,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Lissa,Lissa,Sprightly Cleric,Colorless,Staff,15,5,4,4,6,16,6,5,5,7,17,7,6,6,8,32,20,19,21,23,35,23,22,24,26,38,26,25,27,29,0,10,0,0,0,1,neutral,boon,bane,boon,boon
Lissa (Winter),Lissa,Pure Joy,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,boon,boon
Lloyd,Lloyd,White Wolf,Red,Sword,n/a,n/a,n/a,n/a,n/a,16,7,8,4,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,28,31,17,26,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Lon'qu,Lon'qu,Solitary Blade,Red,Sword,17,5,9,3,3,18,6,10,4,4,19,7,11,5,5,38,22,32,16,16,41,25,35,19,19,44,28,38,22,22,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Lucina,Lucina,Future Witness,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lucina (Brave),Lucina,Brave Princess,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Lucina (Spring),Lucina,Spring Exalt,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lucius,Lucius,The Light,Colorless,Staff,16,4,6,1,7,17,5,7,2,8,18,6,8,3,9,31,25,23,8,28,34,28,26,11,31,37,31,29,14,34,0,10,0,0,0,1,neutral,neutral,boon,bane,boon
Lukas,Lukas,Sharp Soldier,Blue,Lance,17,7,3,8,2,18,8,4,9,3,19,9,5,10,4,38,28,16,31,11,41,31,19,34,14,44,34,22,37,17,0,8,0,0,0,1,neutral,boon,bane,boon,bane
Luke,Luke,Rowdy Squire,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,boon,boon,neutral,neutral,bane
Lute,Lute,Prodigy,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lyn,Lyn,Lady of the Plains,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,boon,bane
Lyn (Brave),Lyn,Brave Lady,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lyn (Bride),Lyn,Bride of the Plains,Colorless,Staff,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lyn (LA),Lyn,Wind's Embrace,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Lyn (Legendary),Lyn,Lady of the Wind,Green,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Lyon,Lyon,Shadow Prince,Red,Tome,n/a,n/a,n/a,n/a,n/a,18,9,3,3,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,30,18,22,26,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Mae,Mae,Bundle of Energy,Blue,Tome,14,8,5,1,6,15,9,6,2,7,16,10,7,3,8,29,29,24,10,23,32,32,27,13,26,35,35,30,16,29,0,6,0,0,0,1,bane,boon,boon,bane,neutral
Maria,Maria,Minerva's Sister,Colorless,Staff,15,3,6,2,8,16,4,7,3,9,17,5,8,4,10,30,20,27,13,25,33,23,30,16,28,36,26,33,19,31,0,10,0,0,0,1,neutral,neutral,boon,bane,bane
Marisa,Marisa,Crimson Flash,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,neutral,neutral,neutral,neutral
Marth,Marth,Altean Prince,Red,Sword,17,5,6,5,4,18,6,7,6,5,19,7,8,7,6,34,24,27,22,17,37,27,30,25,20,40,30,33,28,23,0,8,0,0,0,1,neutral,boon,boon,neutral,bane
Marth (Groom),Marth,Altean Groom,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,neutral,neutral,neutral,neutral
Marth (Masked),Marth,Enighmatic Blade,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,neutral,neutral,neutral,neutral
Mathilda,Mathilda,Legendary Knight,Blue,Lance,14,5,6,5,6,15,6,7,6,7,16,7,8,7,8,29,22,25,18,27,32,25,28,21,30,35,28,31,24,33,0,8,0,0,0,1,neutral,boon,neutral,bane,boon
Matthew,Matthew,Faithful Spy,Colorless,Dagger,15,4,8,4,3,16,5,9,5,4,17,6,10,6,5,34,19,27,23,12,37,22,30,26,15,40,25,33,29,18,0,5,0,0,0,1,bane,boon,boon,neutral,bane
Merric,Merric,Wind Mage,Green,Tome,17,5,6,4,2,18,6,7,5,3,19,7,8,6,4,36,20,25,21,13,39,23,28,24,16,42,26,31,27,19,0,6,0,0,0,1,bane,boon,boon,neutral,bane
Mia,Mia,Lady of Blades,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Micaiah,Micaiah,Priestess of Dawn,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,bane,neutral
